,ID,captions,map
24877,JMUAylpXzG0_45_62,a man is makeing dinosaur birthday cake,21
24878,JMUAylpXzG0_45_62,a woman cutting a cake,21
24879,JMUAylpXzG0_45_62,a woman is giving demo for preparing dinosaur birthday cake,21
24880,JMUAylpXzG0_45_62,a woman is preparing the dinosaur cake,21
24881,JMUAylpXzG0_45_62,a woman is shown how to slice cake,21
24882,JMUAylpXzG0_45_62,dinosaur cake ideas,21
24883,JMUAylpXzG0_45_62,how to make a dinosaur birthday cake,21
24884,JMUAylpXzG0_45_62,someone is cutting a cake and the girl is seeking,21
24885,JMUAylpXzG0_45_62,the chef in teaching the method to prepare dinosaur cake,21
24886,JMUAylpXzG0_45_62,two people are cutting pieces out of a cake,21
24887,JMUAylpXzG0_45_62,two women s are making cake,21
24888,JMUAylpXzG0_45_62,a lady is cutting the cake,21
24889,JMUAylpXzG0_45_62,a man is cutting a cake,21
24890,JMUAylpXzG0_45_62,a man trying to make a cake in the shape of dinosaur,21
24891,JMUAylpXzG0_45_62,a person is cutting a chocolate cake into different shapes,21
24892,JMUAylpXzG0_45_62,a person is cutting shapes out of a piece of cake as a woman watches,21
24893,JMUAylpXzG0_45_62,a person is preparing chocolate cake,21
24894,JMUAylpXzG0_45_62,a shape is cut from a chocolate cake,21
24895,JMUAylpXzG0_45_62,a short clip about how to make a dinosaur cake,21
24896,JMUAylpXzG0_45_62,a woman cuts a chocolate cake,21
24897,JMUAylpXzG0_45_62,a woman cuts an unfrosted cake,21
24898,JMUAylpXzG0_45_62,a woman cutting two cakes,21
24899,JMUAylpXzG0_45_62,a woman is cutting a cake,21
24900,JMUAylpXzG0_45_62,a woman is cutting a cake,21
24901,JMUAylpXzG0_45_62,a woman is cutting a cake,21
24902,JMUAylpXzG0_45_62,a woman is cutting a cake,21
24903,JMUAylpXzG0_45_62,a woman is cutting a piece out of a round one layer chocolate cake,21
24904,JMUAylpXzG0_45_62,a woman is cutting cake into a shape,21
24905,JMUAylpXzG0_45_62,a woman is cutting cake,21
24906,JMUAylpXzG0_45_62,a woman is cutting chocolate cake layers into odd shaped pieces,21
24907,JMUAylpXzG0_45_62,a woman is cutting sections out of a cake,21
24908,JMUAylpXzG0_45_62,a woman is cutting shapes out of a cake,21
24909,JMUAylpXzG0_45_62,a woman watches another woman slice a cake,21
24910,JMUAylpXzG0_45_62,a women is cutting cakes into pieces,21
24911,JMUAylpXzG0_45_62,a women is making the dinosaur cake,21
24912,JMUAylpXzG0_45_62,sombeone is cutting a cake,21
24913,JMUAylpXzG0_45_62,the baker is slicing the chocolate bread,21
24914,JMUAylpXzG0_45_62,the making of dinosaur cake,21
24915,JMUAylpXzG0_45_62,the women preparing the dinosaur cake,21
24916,JMUAylpXzG0_45_62,woman teaches how to make a dinosaur shaped cake,21
24917,JMUAylpXzG0_45_62,baking a cake for the family,21
24918,JMUAylpXzG0_45_62,a girl is cutting a cake,21
24919,JMUAylpXzG0_45_62,cutting the cake in a shape,21
24920,JMUAylpXzG0_45_62,one woman cuts the cake with knife,21
24921,JMUAylpXzG0_45_62,someone is carving a cake,21
24922,JMUAylpXzG0_45_62,a woman cutting plum cake,21
25080,Je3V7U5Ctj4_488_495,a man peels a piece of onion with his fingers,669
25081,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25082,Je3V7U5Ctj4_488_495,a man is peeling the skin off an onion,669
25083,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25084,Je3V7U5Ctj4_488_495,a chef peals the skin from an onion,669
25085,Je3V7U5Ctj4_488_495,a man is peeling a onion,669
25086,Je3V7U5Ctj4_488_495,a man is cutting an onion,669
25087,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25088,Je3V7U5Ctj4_488_495,a man peels part of an onion,669
25089,Je3V7U5Ctj4_488_495,a man is cutting onion,669
25090,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25091,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25092,Je3V7U5Ctj4_488_495,the man cut teh onion into quarters and peeled the skin off,669
25093,Je3V7U5Ctj4_488_495,the man is peeling onions,669
25094,Je3V7U5Ctj4_488_495,a man is peeling an onion that is already cut into quarters,669
25095,Je3V7U5Ctj4_488_495,a man peels onions,669
25096,Je3V7U5Ctj4_488_495,the man prepared an onion piece for chopping,669
25097,Je3V7U5Ctj4_488_495,man cleaning potato with hands,669
25098,Je3V7U5Ctj4_488_495,a person is cooking,669
25099,Je3V7U5Ctj4_488_495,the person is cutting the potato,669
25100,Je3V7U5Ctj4_488_495,a man peels an onion,669
25101,Je3V7U5Ctj4_488_495,a man is peeling out the potato,669
25102,Je3V7U5Ctj4_488_495,a person preparing the food,669
25103,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25104,Je3V7U5Ctj4_488_495,a man is pealing some vegetable,669
25105,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25106,Je3V7U5Ctj4_488_495,a man peeling an onions skin,669
25107,Je3V7U5Ctj4_488_495,a man coking,669
25108,Je3V7U5Ctj4_488_495,the person is cooking something,669
25109,Je3V7U5Ctj4_488_495,a man is talking about the recipe football finger foods,669
25110,Je3V7U5Ctj4_488_495,the man peeled the skin from a piece of onion,669
25111,Je3V7U5Ctj4_488_495,a man is making the potatoes,669
25112,Je3V7U5Ctj4_488_495,a man cooking his kichen,669
25113,Je3V7U5Ctj4_488_495,the man is peeling an onion,669
25114,Je3V7U5Ctj4_488_495,a man is talking about how to cook chicken wings,669
25115,Je3V7U5Ctj4_488_495,a man is peeling an onion,669
25116,Je3V7U5Ctj4_488_495,a man is peeling a piece of onion,669
25117,Je3V7U5Ctj4_488_495,a man pulls skin off an onion,669
25118,Je3V7U5Ctj4_488_495,slicing the onion to four equal parts,669
25119,Je3V7U5Ctj4_488_495,a man slices an onion,669
25120,Je3V7U5Ctj4_504_511,a man is chopping onions,78
25121,Je3V7U5Ctj4_504_511,a man is chopping a piece of onion in some kind of handheld apparatus,78
25122,Je3V7U5Ctj4_504_511,a man chops onions,78
25123,Je3V7U5Ctj4_504_511,a man is shredding a piece of cabbage using a processor,78
25124,Je3V7U5Ctj4_504_511,a man is cutting an onion by a machine,78
25125,Je3V7U5Ctj4_504_511,a man is dicing an onion,78
25126,Je3V7U5Ctj4_504_511,a man is pressing something,78
25127,Je3V7U5Ctj4_504_511,a person is chopping food with an instrument,78
25128,Je3V7U5Ctj4_504_511,a man chops onions with a chopping machine,78
25129,Je3V7U5Ctj4_504_511,a man is cutting onions,78
25130,Je3V7U5Ctj4_504_511,a man is chopping an onion,78
25131,Je3V7U5Ctj4_504_511,a man chops onions with a chop machine,78
25132,Je3V7U5Ctj4_504_511,a man slams the top a manual chopper repeatedly to chop an onion into fine pieces,78
25133,Je3V7U5Ctj4_504_511,the man used a chopper to chop the onion,78
25134,Je3V7U5Ctj4_504_511,the man is using a chopper to dice onions,78
25135,Je3V7U5Ctj4_504_511,a man uses a plunger to grate potatos,78
25136,Je3V7U5Ctj4_504_511,the man used a machine to chop up a potatoe,78
25137,Je3V7U5Ctj4_504_511,the person is cooking,78
25138,Je3V7U5Ctj4_504_511,a man is chopping onions,78
25139,Je3V7U5Ctj4_504_511,a man in a red tshirt and yellow cap about to prepare something in the kitchen,78
25140,Je3V7U5Ctj4_504_511,a man is chopping onions,78
25141,Je3V7U5Ctj4_504_511,the person is cutting vegetables with an instrument,78
25142,Je3V7U5Ctj4_504_511,a man is chopping up an onion,78
25143,Je3V7U5Ctj4_504_511,a football fan aggressively chopping onions,78
25144,Je3V7U5Ctj4_504_511,a man coking,78
25145,Je3V7U5Ctj4_504_511,a man is chopping the potatos,78
25146,Je3V7U5Ctj4_504_511,a person is cutting,78
25147,Je3V7U5Ctj4_504_511,a man is making footbal finger foods,78
25148,Je3V7U5Ctj4_504_511,a man is quickly chopping onions,78
25149,Je3V7U5Ctj4_504_511,a person is couping the potatoes,78
25150,Je3V7U5Ctj4_504_511,a man cooking his kichen,78
25151,Je3V7U5Ctj4_504_511,a man is chopping onions with a handheld chopping device,78
25152,Je3V7U5Ctj4_504_511,the man is chopping onions,78
25153,Je3V7U5Ctj4_504_511,a man is dicing onions with a chopper,78
25154,Je3V7U5Ctj4_504_511,amen chop the fruit,78
25155,Je3V7U5Ctj4_504_511,a man is chopping onions,78
25156,Je3V7U5Ctj4_504_511,football finger food preparation very clear,78
25157,Je3V7U5Ctj4_504_511,a man is pressing an onion crusher,78
25158,Je3V7U5Ctj4_504_511,a man is chopping onion,78
25159,Je3V7U5Ctj4_558_563,a man spreads butter on a flour tortilla with a case knife,139
25160,Je3V7U5Ctj4_558_563,a person spreads butter on a tortilla,139
25161,Je3V7U5Ctj4_558_563,a man is spreading margarine on a tortilla,139
25162,Je3V7U5Ctj4_558_563,a man spreads butter on a tortilla,139
25163,Je3V7U5Ctj4_558_563,a man is spreading butter on a tortilla,139
25164,Je3V7U5Ctj4_558_563,a man is spreading a butter on a paratha,139
25165,Je3V7U5Ctj4_558_563,a man spreads butter on a tortilla,139
25166,Je3V7U5Ctj4_558_563,a man is spreading butter onto a tortilla,139
25167,Je3V7U5Ctj4_558_563,a man is pasting butter on something,139
25168,Je3V7U5Ctj4_558_563,a man is spreading butter on a tortilla,139
25169,Je3V7U5Ctj4_558_563,a man spread butter on a soft tortilla,139
25170,Je3V7U5Ctj4_558_563,a man is buttering a tortilla,139
25171,Je3V7U5Ctj4_558_563,a man is spreading butter on a tortilla,139
25172,Je3V7U5Ctj4_558_563,a guy is putting butter on a tortila bread,139
25173,Je3V7U5Ctj4_558_563,a man is spreading butter on a tortilla,139
25174,Je3V7U5Ctj4_558_563,the man spread butter on the tortilla,139
25175,Je3V7U5Ctj4_558_563,the man is spreading butter on tortilla,139
25176,Je3V7U5Ctj4_558_563,a man spreads margerine on a soft taco shell,139
25177,Je3V7U5Ctj4_558_563,the man spread butter on the tortilla,139
25178,Je3V7U5Ctj4_558_563,man spreading butter on tortilla,139
25179,Je3V7U5Ctj4_558_563,a man is buttering a tortilla,139
25180,Je3V7U5Ctj4_558_563,a person is playing,139
25181,Je3V7U5Ctj4_558_563,the person is cooking,139
25182,Je3V7U5Ctj4_558_563,doing football finger food,139
25183,Je3V7U5Ctj4_558_563,a man in a red tshirt about to prepare something,139
25184,Je3V7U5Ctj4_558_563,a man is putting butter on a tortilla,139
25185,Je3V7U5Ctj4_558_563,a man is spreading butter on pita bread,139
25186,Je3V7U5Ctj4_558_563,something is pasted on the chappati,139
25187,Je3V7U5Ctj4_558_563,a man spreads butter on a tortilla,139
25188,Je3V7U5Ctj4_558_563,a man is spreading the butter on the dough,139
25189,Je3V7U5Ctj4_558_563,a man is putting butter on a tortilla,139
25190,Je3V7U5Ctj4_558_563,cooking the receipy,139
25191,Je3V7U5Ctj4_558_563,a man coking,139
25192,Je3V7U5Ctj4_558_563,a chef spreading butter in a roti,139
25193,Je3V7U5Ctj4_558_563,a man is talking about the recipe football finger foods,139
25194,Je3V7U5Ctj4_558_563,the man buttered the tortilla,139
25195,Je3V7U5Ctj4_558_563,a man cooking his kichen,139
25196,Je3V7U5Ctj4_558_563,a person is spreading margarine on a tortilla,139
25197,Je3V7U5Ctj4_558_563,man is spreading butter on a tortilla,139
25276,Je3V7U5Ctj4_760_765,a person takes chicken wings out of an oven,418
25277,Je3V7U5Ctj4_760_765,a man is checking on a cookie sheet full of chicken wings that are baking in an oven,418
25278,Je3V7U5Ctj4_760_765,a man is roasting chicken,418
25279,Je3V7U5Ctj4_760_765,a man is taking chicken from a oven,418
25280,Je3V7U5Ctj4_760_765,a man is baking chicken,418
25281,Je3V7U5Ctj4_760_765,a man is taking chicken wings on a pan out of the oven,418
25282,Je3V7U5Ctj4_760_765,a man is taking a tray of meat out of an oven,418
25283,Je3V7U5Ctj4_760_765,a man takes a pan of chicken wings out of the oven,418
25284,Je3V7U5Ctj4_760_765,a man is taking chicken out of an oven,418
25285,Je3V7U5Ctj4_760_765,a man is pulling wings out of the oven,418
25286,Je3V7U5Ctj4_760_765,a man is taking baked chicken out of the oven,418
25287,Je3V7U5Ctj4_760_765,the man checked the cooking chicken,418
25288,Je3V7U5Ctj4_760_765,the man is cooking chicken in the oven,418
25289,Je3V7U5Ctj4_760_765,food is taken out of the stove,418
25290,Je3V7U5Ctj4_760_765,a man takes some chicken out of the oven,418
25291,Je3V7U5Ctj4_760_765,the man checked the cooking chicken,418
25292,Je3V7U5Ctj4_760_765,a person is cooking,418
25293,Je3V7U5Ctj4_760_765,there is a preparing food,418
25294,Je3V7U5Ctj4_760_765,a person is put some food items,418
25295,Je3V7U5Ctj4_760_765,a man in a red tshirt about to prepare something,418
25296,Je3V7U5Ctj4_760_765,a man is taking food out of an oven,418
25297,Je3V7U5Ctj4_760_765,the cookies are being taken out from electric oven,418
25298,Je3V7U5Ctj4_760_765,a man taking out food,418
25299,Je3V7U5Ctj4_760_765,a man is take the food form the oven,418
25300,Je3V7U5Ctj4_760_765,a man is pulling a pan out of the oven,418
25301,Je3V7U5Ctj4_760_765,a man is taking baked chicken from an oven,418
25302,Je3V7U5Ctj4_760_765,a man coking,418
25303,Je3V7U5Ctj4_760_765,a chef pulling out a tray from oven,418
25304,Je3V7U5Ctj4_760_765,a person is cooking,418
25305,Je3V7U5Ctj4_760_765,a man is preparing footbal finger foods,418
25306,Je3V7U5Ctj4_760_765,a man bakes chicken,418
25307,Je3V7U5Ctj4_760_765,the man is cooking chicken in the oven,418
25308,Je3V7U5Ctj4_760_765,a man is taking out some chicken feet from the oven,418
25309,Je3V7U5Ctj4_760_765,a man is pulling a pan of chicken out of the oven,418
25310,Je3V7U5Ctj4_760_765,a man takes a tray of chicken wings out of the oven,418
25311,Je3V7U5Ctj4_760_765,a man takes chicken wings from an oven,418
25312,Je3V7U5Ctj4_768_773,someone is turning over chicken wings with tongs,421
25313,Je3V7U5Ctj4_768_773,a man flips chicken wings,421
25314,Je3V7U5Ctj4_768_773,a man is turning chicken wings on a cookie sheet using a pair of tongs,421
25315,Je3V7U5Ctj4_768_773,a man is turning foods,421
25316,Je3V7U5Ctj4_768_773,a man turns chicken thighs on a baking pan,421
25317,Je3V7U5Ctj4_768_773,a man is turning chicken wings on a pan,421
25318,Je3V7U5Ctj4_768_773,a man is cooking chicken wings,421
25319,Je3V7U5Ctj4_768_773,a man is turning over pieces of chicken,421
25320,Je3V7U5Ctj4_768_773,a man is frying chicken,421
25321,Je3V7U5Ctj4_768_773,a man is organizing meat on a tray,421
25322,Je3V7U5Ctj4_768_773,a man is turning chicken with tongs,421
25323,Je3V7U5Ctj4_768_773,someone is frying legs,421
25324,Je3V7U5Ctj4_768_773,a man is flipping over chicken wings in the oven,421
25325,Je3V7U5Ctj4_768_773,a man is flipping some chicken wings on a baking pan,421
25326,Je3V7U5Ctj4_768_773,the man turned the chicken over on the cookie sheet,421
25327,Je3V7U5Ctj4_768_773,the man is cooking chicken wings in the oven,421
25328,Je3V7U5Ctj4_768_773,a man flips over some chicken,421
25329,Je3V7U5Ctj4_768_773,the man turned the chicken over in the jellyroll pan,421
25330,Je3V7U5Ctj4_768_773,the person is cooking the something,421
25331,Je3V7U5Ctj4_768_773,a man preparing the chicken,421
25332,Je3V7U5Ctj4_768_773,a man is turning over chicken wings,421
25333,Je3V7U5Ctj4_768_773,jack demonstrate how to prepare the special food,421
25334,Je3V7U5Ctj4_768_773,the person is flipping the meat,421
25335,Je3V7U5Ctj4_768_773,a person is grillingroasting chicken pieces on a barbecue,421
25336,Je3V7U5Ctj4_768_773,a man is flipping meat in the oven,421
25337,Je3V7U5Ctj4_768_773,a guy is rotating chicken,421
25338,Je3V7U5Ctj4_768_773,a man is putting the food into an oven,421
25339,Je3V7U5Ctj4_768_773,a man is turning some chicken wings,421
25340,Je3V7U5Ctj4_768_773,the man is flipping chicken wings,421
25341,Je3V7U5Ctj4_768_773,a man is grilling chicken wings,421
25342,Je3V7U5Ctj4_768_773,a man coking,421
25343,Je3V7U5Ctj4_768_773,a person is cooking,421
25344,Je3V7U5Ctj4_768_773,chicken wings are being turned over in a pan,421
25345,Je3V7U5Ctj4_768_773,a person is making finger food,421
25346,Je3V7U5Ctj4_768_773,a man cooking his kichen,421
25347,Je3V7U5Ctj4_768_773,a man is turning chicken legs,421
25348,Je3V7U5Ctj4_768_773,someone turns chicken wings over,421
25619,JledeVyklPw_1_6,a baby sneezes,131
25620,JledeVyklPw_1_6,a baby sneezes and startles another baby,131
25621,JledeVyklPw_1_6,two babies are sitting side by side in infant seats,131
25622,JledeVyklPw_1_6,a baby is sneezing and other baby is afraid,131
25623,JledeVyklPw_1_6,two babies are sitting in high chairs,131
25624,JledeVyklPw_1_6,a baby sneezed and scared another baby,131
25625,JledeVyklPw_1_6,two baby are sitting,131
25626,JledeVyklPw_1_6,a baby sneezing scares another baby,131
25627,JledeVyklPw_1_6,a baby is surprising another baby with a sneeze,131
25628,JledeVyklPw_1_6,a baby sneezes,131
25629,JledeVyklPw_1_6,a baby scares another baby with a sneeze,131
25630,JledeVyklPw_1_6,a baby is sneezing,131
25631,JledeVyklPw_1_6,kids are sitting in a bumba,131
25632,JledeVyklPw_1_6,two babies are sitting in baby seats,131
25633,JledeVyklPw_1_6,the baby sneezed and startled the other baby,131
25634,JledeVyklPw_1_6,the babies are sitting down,131
25635,JledeVyklPw_1_6,two babies sit in their booster seats,131
25636,JledeVyklPw_1_6,one baby s sneeze startled the other baby,131
25637,JledeVyklPw_1_6,two kids are sitting,131
25638,JledeVyklPw_1_6,two babies react to something,131
25639,JledeVyklPw_1_6,the kid sneezing,131
25640,JledeVyklPw_1_6,it is a pair of twin baby,131
25641,JledeVyklPw_1_6,two chinese twins playing in a symmetry,131
25642,JledeVyklPw_1_6,twine babies are there one is awakened by other,131
25643,JledeVyklPw_1_6,right side child afraid with the sneeze of the left side child,131
25644,JledeVyklPw_1_6,two babies are sitting in chairs,131
25645,JledeVyklPw_1_6,a baby sneezes,131
25646,JledeVyklPw_1_6,one of the baby is sneezing and the other is shocking,131
25647,JledeVyklPw_1_6,two children were sitting,131
25648,JledeVyklPw_1_6,two little boy playing,131
25649,JledeVyklPw_1_6,a sneezing baby,131
25650,JledeVyklPw_1_6,one baby sneezes then a second baby jumps,131
25651,JledeVyklPw_1_6,two kids sitting in chairs,131
25652,JledeVyklPw_1_6,babies are sitting,131
25653,JledeVyklPw_1_6,two infents are sitting,131
25654,JledeVyklPw_1_6,two babies are looking into the camera,131
25655,JledeVyklPw_1_6,a twince brothers,131
25656,JledeVyklPw_1_6,a baby in a booster seat sneezes and surprises the baby next to him,131
25657,JledeVyklPw_1_6,the baby jumped when the other baby sneezed,131
25658,JledeVyklPw_1_6,a baby is sneezing and scaring another baby,131
25659,JledeVyklPw_1_6,a baby is sneezing,131
25660,JledeVyklPw_1_6,children are sitting,131
25661,JledeVyklPw_1_6,the baby s seeing,131
25662,JledeVyklPw_1_6,two kids are sitting on the bed,131
25763,JsD6uEZsIsU_1_47,a man plays a guitar,194
25764,JsD6uEZsIsU_1_47,a bald man is playing guitar,194
25765,JsD6uEZsIsU_1_47,a bearded bald man is playing the guitar,194
25766,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25767,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25768,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25769,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25770,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25771,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25772,JsD6uEZsIsU_1_47,a man is playing guitar,194
25773,JsD6uEZsIsU_1_47,a man is playing his acoustic guitar,194
25774,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25775,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25776,JsD6uEZsIsU_1_47,a man playing the guitar,194
25777,JsD6uEZsIsU_1_47,a man plays the guitar,194
25778,JsD6uEZsIsU_1_47,a man strummed a guitar,194
25779,JsD6uEZsIsU_1_47,the man is playing the guitar,194
25780,JsD6uEZsIsU_1_47,the man picked at his guitar,194
25781,JsD6uEZsIsU_1_47,the man is playing gitter,194
25782,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25783,JsD6uEZsIsU_1_47,andy mckee rylynn is playing an acoustic guitar,194
25784,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25785,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25786,JsD6uEZsIsU_1_47,a man playing guitar,194
25787,JsD6uEZsIsU_1_47,a man is playing guitar,194
25788,JsD6uEZsIsU_1_47,a man singing a song with gitar,194
25789,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25790,JsD6uEZsIsU_1_47,a guy is p laying guitar in the room,194
25791,JsD6uEZsIsU_1_47,a man is playing guitar,194
25792,JsD6uEZsIsU_1_47,a men playing a gitter,194
25793,JsD6uEZsIsU_1_47,a man is playing an acoustic guitar,194
25794,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25795,JsD6uEZsIsU_1_47,one person playing beautiful music,194
25796,JsD6uEZsIsU_1_47,a bearded man is playing a guitar,194
25797,JsD6uEZsIsU_1_47,a man is playing on a guitar,194
25798,JsD6uEZsIsU_1_47,a man in a red shirt playing a guitar,194
25799,JsD6uEZsIsU_1_47,a man is playing guitar,194
25800,JsD6uEZsIsU_1_47,a man is sitting down playing an acoustic guitar,194
25801,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25802,JsD6uEZsIsU_1_47,a man is playing the guitar while seated,194
25803,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25804,JsD6uEZsIsU_1_47,a man plays guitar,194
25805,JsD6uEZsIsU_1_47,a man is playing acoustic guitar,194
25806,JsD6uEZsIsU_1_47,a man is playing guitar,194
25807,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25808,JsD6uEZsIsU_1_47,a man is playing the guitar,194
25809,JsD6uEZsIsU_1_47,a man plays the guitar,194
25810,JsD6uEZsIsU_1_47,a musician playing guitar in some kind of concert,194
25811,JsD6uEZsIsU_1_47,a man is playing on an acoustic guitar,194
25812,JsD6uEZsIsU_1_47,a man playing a guitar,194
25813,JsD6uEZsIsU_1_47,the man is playing a guitar,194
25814,JsD6uEZsIsU_1_47,a man playing music instrument,194
25815,JsD6uEZsIsU_1_47,a man is playing an acoustic guitar,194
25816,JsD6uEZsIsU_1_47,a bearded shaven head man plays guitar like a professional,194
25817,JsD6uEZsIsU_1_47,a man plays the guitar,194
25818,JsD6uEZsIsU_1_47,a man is playing guitar,194
25819,JsD6uEZsIsU_1_47,a man is playing guitar,194
25820,JsD6uEZsIsU_1_47,a man is sitting and playing the guitar,194
25821,JsD6uEZsIsU_1_47,a man is playing a guitar,194
25822,JsD6uEZsIsU_1_47,a man playing guitar,194
25950,K-KVz3eqbnA_1_10,a girl and a boy are eating their food,171
25951,K-KVz3eqbnA_1_10,a woman inspects her hamburger and talks to another woman,171
25952,K-KVz3eqbnA_1_10,the woman are talking and eating,171
25953,K-KVz3eqbnA_1_10,tow ladies ate a hamburger in a booth,171
25954,K-KVz3eqbnA_1_10,two girls are eating and talking in a restaurant,171
25955,K-KVz3eqbnA_1_10,two girls are eating hamburgers at a table,171
25956,K-KVz3eqbnA_1_10,two girls are sitting in a restaurant booth eating hamburgers,171
25957,K-KVz3eqbnA_1_10,two girls are talking,171
25958,K-KVz3eqbnA_1_10,two people are eating burgers,171
25959,K-KVz3eqbnA_1_10,two woman are talking over lunch,171
25960,K-KVz3eqbnA_1_10,two women are eating burger and talking each other,171
25961,K-KVz3eqbnA_1_10,two women are eating burgers,171
25962,K-KVz3eqbnA_1_10,two women are speaking during a meal,171
25963,K-KVz3eqbnA_1_10,two women are talking and eating at a restaurant,171
25964,K-KVz3eqbnA_1_10,two women are talking while eating,171
25965,K-KVz3eqbnA_1_10,two women are talking while sitting in a fast food booth,171
25966,K-KVz3eqbnA_1_10,two women eat hamburgers in a cafe and chat,171
25967,K-KVz3eqbnA_1_10,two young women talk in a diner,171
25968,K-KVz3eqbnA_1_10,womans are having burger at hotel,171
25969,K-KVz3eqbnA_1_10,the girls is eating,171
25970,K-KVz3eqbnA_1_10,two women chatting,171
25971,K-KVz3eqbnA_1_10,two girls are eating burgers,171
25972,K-KVz3eqbnA_1_10,two women are eating at a diner,171
25973,K-KVz3eqbnA_1_10,television movies,171
25974,K-KVz3eqbnA_1_10,two girls talking to each other in a diner,171
25975,K-KVz3eqbnA_1_10,a guy is arguing with his teacher,171
25976,K-KVz3eqbnA_1_10,two ladies sitting together and talking,171
25977,K-KVz3eqbnA_1_10,two having food and talking to each other,171
25978,K-KVz3eqbnA_1_10,woman are eating hamburgers at a diner,171
25979,K-KVz3eqbnA_1_10,two women sit togther to eat burgers placed on their table,171
25980,K-KVz3eqbnA_1_10,two girls are talking at a restaurant,171
25981,K-czl524zxk_6_15,a woman dials a cell phone,153
25982,K-czl524zxk_6_15,a girl call to cell,153
25983,K-czl524zxk_6_15,the lady is dialing and calling someone on her mobile phone,153
25984,K-czl524zxk_6_15,a woman making a call with her touch screen mobile,153
25985,K-czl524zxk_6_15,a woman is placing a telephone call,153
25986,K-czl524zxk_6_15,a woman is using a mobile phone,153
25987,K-czl524zxk_6_15,a women is making a call,153
25988,K-czl524zxk_6_15,she is making a call,153
25989,K-czl524zxk_6_15,a woman is making a call on her cell phone,153
25990,K-czl524zxk_6_15,an angry girl calls the boyfriend for being late on a date,153
25991,K-czl524zxk_6_15,an asian woman making a telephone call using a cell phone,153
25992,K-czl524zxk_6_15,a woman is dialing and talking on mobile phone,153
25993,K-czl524zxk_6_15,a women is talking on mobile phone,153
25994,K-czl524zxk_6_15,girl is making call on her mobile,153
25995,K-czl524zxk_6_15,a woman is calling someone,153
25996,K-czl524zxk_6_15,a woman is making a phone call,153
25997,K-czl524zxk_6_15,a girl is making a call with angry,153
25998,K-czl524zxk_6_15,the woman is making a phone call,153
25999,K-czl524zxk_6_15,a women speake in cell,153
26000,K-czl524zxk_6_15,an asian woman makes a call on her cellphone,153
26001,K-czl524zxk_6_15,a woman places a call on a cell phone,153
26002,K-czl524zxk_6_15,a woman is placing a call on her mobile,153
26003,K-czl524zxk_6_15,a young woman make a phone call on her cell phone,153
26004,K-czl524zxk_6_15,a woman is dialling the mobile phone,153
26005,K-czl524zxk_6_15,a girl is calling someone through cell phone,153
26006,K-czl524zxk_6_15,a woman is making call through mobile,153
26007,K-czl524zxk_6_15,the person,153
26008,K-czl524zxk_6_15,a woman is dialing a mobile,153
26009,K-czl524zxk_6_15,a lady is trying to call someone through cell phone,153
26010,K-czl524zxk_6_15,a woman is making a phone call,153
26011,K-czl524zxk_6_15,a woman is calling someone on her phone,153
26012,K-czl524zxk_6_15,a woman makes a phone call,153
26013,K-czl524zxk_6_15,the woman is dialing a phone number,153
26014,K-czl524zxk_6_15,a girl dials to make a call on a mobile phone,153
26015,K-czl524zxk_6_15,a woman is making a telephone call,153
26016,K-czl524zxk_6_15,a woman is dialing no on mobile phone,153
26017,K-czl524zxk_6_15,a woman is making a call on a cell phone,153
26018,K-czl524zxk_6_15,a lady is making a call on her cell phone,153
26059,K1ZM0LSLVw8_488_494,a man chops cucumbers,40
26060,K1ZM0LSLVw8_488_494,a man is cutting a cucumber into medium size cubes with a knife,40
26061,K1ZM0LSLVw8_488_494,a man is slicing a cucumber,40
26062,K1ZM0LSLVw8_488_494,a chef slices and dices a celery stick,40
26063,K1ZM0LSLVw8_488_494,a man is chopping up a cucumber,40
26064,K1ZM0LSLVw8_488_494,a man is cutting vegetables,40
26065,K1ZM0LSLVw8_488_494,a person with a knife is slicing vegetables,40
26066,K1ZM0LSLVw8_488_494,a man cuts up a large pickle,40
26067,K1ZM0LSLVw8_488_494,a man is cutting a plantain,40
26068,K1ZM0LSLVw8_488_494,a man is chopping cucumbers,40
